text	label
AT_USER no siri support for canada sucks siri but loving the new iphone upgrade from my 3gs iphone4s	neutral
oops ! apparently AT_USER is some handle-squatter . tweetbarassment .	neutral
this video brought a small tear to my eye URL watch to AT_USER opinion of stevejobs and AT_USER	neutral
this reader button for safari is perfect for fic AT_USER ios5 stevejobsday	neutral
macbook pros constrained , new models appear in apple ’ s inventory system AT_USER AT_USER URL	neutral
a great iphone 4s review AT_USER AT_USER AT_USER URL	neutral
AT_USER give siri back !	neutral
bouquet for jobs AT_USER store nagoya URL	neutral
new ios5 notification center is a big improvement , but AT_USER missed an easy trick by not making it fully available on lock screen .	neutral
AT_USER URL	neutral
speechtrans URL on AT_USER app store listed as the best bi-directional speech to speech translator - posts on twitter	neutral
win an AT_USER ipod touch from AT_USER get the AT_USER hello world baby memories app ! URL pampershelloapps	neutral
win an AT_USER ipod touch from AT_USER get the AT_USER hello world baby memories app ! URL pampershelloapps ends10/21	neutral
AT_USER win an AT_USER ipod touch AT_USER get the AT_USER hello world baby memories app ! URL pampershelloapps	neutral
i have to change my homepage from AT_USER steve jobs looks like an owl	neutral
AT_USER i want AT_USER to integrate siri with AT_USER	neutral
AT_USER nope they would n't even let me & my mom switch AT_USER she has an upgrade mine is n't do til march	neutral
as tribute to steve AT_USER i 'd consider renaming siri to steve - he 'll get your jobs done ! forever remembered for his legacy .	neutral
ca n't wait for AT_USER and AT_USER to integrate with siri .	neutral
AT_USER why you wo n't use your AT_USER account .	neutral
i hope AT_USER will release an app for siri for us non-apple 4s users . apple iphone siri	neutral
strange , i can not put my newsstand app into any group . AT_USER wants to be our new paperboy ios iphone	neutral
lem me just say ios5 is mad cool but it needs a lot of bug fixes AT_USER	neutral
dear AT_USER imessage client for desktop please : )	neutral
siri is kinda slow , tho impressed it got my accent and commands first time out . AT_USER	neutral
why does n't the genius have songs for watch the throne yet ? huh ? AT_USER ? ? ? ? ?	neutral
`` win an AT_USER ipod touch from AT_USER get the AT_USER hello world baby memories app ! URL pampershelloapps ''	neutral
speechtrans URL on AT_USER app store listed as the best bi-directional speech to speech translator -- -- posts on twitter	neutral
AT_USER -vs- AT_USER iphone ?	neutral
at AT_USER hq	neutral
our trip to sf and silicon valley is about to end . visit AT_USER hq is one of the final stops . URL	neutral
iphone4s in space URL via AT_USER nasa AT_USER	neutral
`` win an AT_USER ipod touch from AT_USER get the AT_USER hello world baby memories app ! URL pampershelloapps ''	neutral
do wish AT_USER would come up with a native AT_USER mac version of their video editor especially with hd video . but love everything AT_USER	neutral
AT_USER AT_USER did you get a 4s ?	neutral
AT_USER should make siri avalible for all devices not exclusive to the iphone 4s	neutral
still a line AT_USER store hillsdale mall 94402 URL	neutral
AT_USER why do you have a volume control in the fast app switcher ! ? buttons . volume buttons . you have them . give me a brightness slider ! wtf	neutral
proof that my dad loves my sis more . rt AT_USER woke up to my dad at my door w my new iphone . he surprised me & went to AT_USER	neutral
at the genius bar ... waiting AT_USER store	neutral
no kidding “ AT_USER also AT_USER do n't forget AT_USER stop closing the app store after each bloody purchase ... ”	neutral
so , what is behind that giant silver door at the AT_USER store ? maclife	neutral
AT_USER AT_USER AT_USER and with a url that works URL	neutral
AT_USER AT_USER AT_USER been looking at samsung chaton tonight , very promising . integrated with key apps URL	neutral
AT_USER unlocking it at AT_USER store . rip , mr. jobs .	neutral
siri is cool but more importantly handy and funny . AT_USER please configure it for canada . what 's with the racism , eh ?	neutral
rt AT_USER yea , our stores are open 7 days a week rt AT_USER me too ? rt AT_USER ipad ..+ iphone 4s..= my christmas gifts to my self .	neutral
ios5 needed to include a landscape mode for reminders AT_USER	neutral
URL line at AT_USER northpark dallas mall . 4gsiphone	neutral
AT_USER sounds like 2nd day strategy is n't working . we got ours yesterday - in and out in no time . AT_USER staff awesome/efficient !	neutral
in honor of steve jobs . AT_USER ripsteve URL	neutral
when is AT_USER gon na update the fact that i ca n't see emoji on twitter for mac ?	neutral
rt AT_USER purdie rogers tribute to stevejobs and AT_USER we spray painted the macintosh plus w.. URL	neutral
rt AT_USER purdie rogers tribute to stevejobs and AT_USER we spray painted the macintosh plus w.. URL	neutral
AT_USER so why is the ios support for 2nd gen ipods discontinued ? it is only 3 years old ? give us an ios update please !	neutral
just had a look on ebay for iphone 4s and some have 13,16,24 bids at well over £500 some £530 ( 16gb white ) , they are £499 delivered AT_USER	neutral
saturdaycute : shit that siri says . AT_USER designers knew what people were going to ask the new digital assistant ... URL	neutral
AT_USER done that buddy , just surprised that there 's no option from AT_USER & if you turn it back on it brings back the pics u delete	neutral
speechtrans URL on AT_USER app store listed as the best bi-directional speech to speech translator -- - posts on twitter	neutral
so AT_USER changed the look of their on/off toggle . i wonder how long it will take for all the hip web apps to follow ...	neutral
i want everybody on earth to imessage me . is there anyway the world can imessage me without giving them my phone number ? ? ? AT_USER	neutral
whoa ! line at AT_USER store in glendale for iphone 4s URL	neutral
salesperson at soho AT_USER store `` it does n't matter how many people are lined up out front . they 're not gon na get one '' iphone4s	neutral
AT_USER and i 'm looking at the outside & all you see is sticky notes about steve jobs	neutral
AT_USER and AT_USER never rest as they battle in court yet again over tablets . ( not the pills )	neutral
iphone update is great but seriously AT_USER let me delete stuff i dont want like gamecenter . steve wont mind ...	neutral
AT_USER mine is past the warranty and i do n't have applecare . ios5 AT_USER	neutral
what do we have to do to get flash on ipad ? AT_USER please please please change your mind . thank you in advance ! AT_USER AT_USER	neutral
AT_USER perhaps it 's time for AT_USER to come out with an app called isuck that lets you know which apps are killing your battery life	neutral
rt AT_USER sprint , verizon & at & t AT_USER stores URL	neutral
AT_USER icloud was new ; i did n't need weather or stocks but they were there pre ios5 so i 'm not hopeful that this will help AT_USER	neutral
thinking more , i want android to do an imessage service & for AT_USER & AT_USER to interconnect . they would if the cared about their users .	neutral
AT_USER in austin : domain location - umbrellas are nice but being staffed properly would be better .	neutral
bored - need a new intriguing app for my ipad . any suggestions ? AT_USER yyc AT_USER	neutral
and AT_USER i still have an old mbp from 2006 which i use - which ca n't run lion , i still like to sync it !	neutral
AT_USER AT_USER when we find people standing in the middle of blood-soaked rooms saying , `` siri told me to ? '' noreallyihearvoices	neutral
AT_USER AT_USER you 'll be able to afford that mansion one day .	neutral
AT_USER not that i know of . i think it is only on ios , should get AT_USER to make a desktop app : )	neutral
AT_USER AT_USER wished their on hold music played `` pictures of you '' .	neutral
AT_USER all about yesterday 's AT_USER upgrade . helpful but maddening	neutral
after being on hold with AT_USER for the last 30 mins , i really like their music selection of on-hold music . white stripes , ray lamontagne ...	neutral
`` win an AT_USER ipod touch from AT_USER get the AT_USER hello world baby memories app ! URL pampershelloapps ''	neutral
AT_USER is a poor substitute for siri ! ! yo AT_USER gimmie siri ! ! ! !	neutral
AT_USER scrapple . ( :	neutral
AT_USER AT_USER oh no ! why not ? ! i want it to be love-love-love ! it 's a lot of dough to spend otherwise ...	neutral
one of the great entrepreneurs has died . steve jobs has passed away . our hearts go out to his family and everyone at AT_USER	neutral
AT_USER haha ! tomorrow should be less hectic too ! 'cause everyone and their moms was at the AT_USER store today ! ; ]	neutral
casi 30 años usando pc , de ellos casi 4 mac y tengo q decir que el macbook air 11 '' de AT_USER es de largo lo mejor . no imagino como mejorarlo	irrelevant
ud alguna vez ha llamado al servicio de AT_USER support ? se nota ! ! con razon le gusta apple : @	irrelevant
AT_USER AT_USER bellissimo video . sono sempre più convinto di prendere un AT_USER iphone e gettare via il AT_USER n97 che mi ritrovo .	irrelevant
ipad : `` mi aparato favorito de la vida '' frase celebre de azay carrasco AT_USER ipad	irrelevant
cenaze nedeniyle kapalıyız ' AT_USER URL	irrelevant
dancing bear AT_USER store lincoln center URL	irrelevant
blackberry rim esta tratando de abarcar el mercado imitando a android y en ciertas cosas a AT_USER pero sinceramente no creo que llegue : )	irrelevant
sail phoenix next stop -- -- & gt ; after quimera rock AT_USER house	irrelevant
che palle sto cacchio di wp7 di merda con un whatsapp che funziona di cacca per colpa del sistema di notifica ! AT_USER send me an iphone	irrelevant
twitter intègré dans ios5 , mais le correcteur français ne connaît pas ce mot et propose titrer ... peut mieux faire comme intégration AT_USER	irrelevant
chill lol rt AT_USER 😂😂😂😂😂😂😂😂 rt AT_USER what is imessage ? ?	irrelevant
AT_USER you do know that AT_USER is not the company . and why u blasting me on twitter ? ? ?	irrelevant
kan AT_USER och AT_USER sluta slåss om kunderna i rättssalen och med världens bästa produkter istället så blir det mycket bättre !	irrelevant
y AT_USER `` AT_USER rim anuncia más de 150 millones de dispositivos vendidos , 1 billón de apps descargadas ymás URL	irrelevant
wat een belachelijke prijzen kpn-prijzen iphone 4s duiken op URL via AT_USER AT_USER AT_USER AT_USER	irrelevant
fullscreen überall nur der appstore hat keine option dafür . warum ? AT_USER	irrelevant
love how AT_USER tell u they 're not allowed to sell the 4s for $ more than AT_USER but yet want $ 100 more for the 64g	irrelevant
me acabo de convertir en un fanboy de AT_USER el ipad2 con el cristal roto y me lo cambian aunque no lo cubre la garantía . increíble !	irrelevant
rt AT_USER rt AT_USER new mov : `` ショウケースAT_USER store 銀座 '' 記録 / starring : ichiro_ , repeat pattern , moda → URL	irrelevant
apple vende 4 millones de iphone 4s en tres días URL turismo martesviajero AT_USER	irrelevant
mooi verhaal over AT_USER en hoe zij een geweldig aanbod van AT_USER steve jobs hebben geweigerd in het verleden . URL	irrelevant
AT_USER AT_USER AT_USER teamapple	irrelevant
rt AT_USER new mov : `` ショウケースAT_USER store 銀座 '' 記録 / starring : ichiro_ , repeat pattern , moda → URL	irrelevant
verzoek aan AT_USER voor iphone : koppel agenda aan bellen . zo kun je in afspraak opgeslagen telnummer meteen aantikken en bellen . thnx	irrelevant
cc AT_USER URL	irrelevant
さっきスパルガ先生とラーメン屋でmodaについて語っていたAT_USER store 銀座 '' 記録 / starring : ichiro_ , repeat pattern , coffee shops , moda → URL	irrelevant
so ya my itunes is in japanese ? ? ? AT_USER lostasamothafucka	irrelevant
おっとー、出演者ショップスが抜けてた ! -- new mov : `` ショウケースAT_USER store 銀座 '' 記録 / starring : ichiro_ , repeat pattern , coffee shops , moda → URL	irrelevant
AT_USER -handy : AT_USER -4s-besitzer schimpfen über netzprobleme - URL	irrelevant
AT_USER erneut im fadenkreuz - umweltverschmutzung ? AT_USER -zulieferer muss produktion stoppen URL	irrelevant
new mov : `` ショウケースAT_USER store 銀座 '' 記録 / starring : ichiro_ , repeat pattern , moda → URL	irrelevant
AT_USER heb je gisteren tros radar gezien over apple . garantie werd niet nagekomen door AT_USER en devices zeer snel kapot .	irrelevant
AT_USER AT_USER haha no fuck that its still took sux and a half hours and i have to be up at 7	irrelevant
rt AT_USER las aplicaciones más populares para iphone ( vía appleweblog ) URL iphone AT_USER	irrelevant
las aplicaciones más populares para iphone ( vía appleweblog ) URL iphone AT_USER	irrelevant
ios5 op ipad 2 geïnstalleerd . tijdrovend en bepaald niet probleemloos . AT_USER gaat meer en meer de windows kant op . ; - (	irrelevant
AT_USER ceo AT_USER on AT_USER privacy , free speech and AT_USER far from ipo URL	irrelevant
AT_USER AT_USER how 's that pear coming ? oops i mmeant apple !	irrelevant
por cierto AT_USER me sigue gustando mas mobileme que icloud . la sincronización de mis ordenadores , la gestión de carpetas ... nada que ver .	irrelevant
welp . rt AT_USER AT_USER you did n't fall too far from me , huh ? rt AT_USER nia long 's mom is gorgeous..	irrelevant
جهاز من كل ثلاثه تحمل ios 5 '' AT_USER ios 5 already installed on 1 in 3 eligible devices URL by AT_USER AT_USER AT_USER	irrelevant
AT_USER mooi systeem hoor dat films huren , t zou alleen leuker zijn als je ze ook werkelijk kan bekijken ! ! ! naaidozen URL	irrelevant
AT_USER podría lanzar un ipad mini en el 2012 , según los últimos rumores . URL	irrelevant
URL para que descargues apps para tu dispositivo ios de AT_USER	irrelevant
por fin adobe para ios , al parecer AT_USER se reconcilia en esta nueva gestión .	irrelevant
lekkere garantie volgens radar bij AT_USER ned1	irrelevant
rt AT_USER en la tienda de AT_USER wooooow que legado dejaste stevejobs iadmire u. está repletoooo ifull lol	irrelevant
en la tienda de AT_USER wooooow que legado dejaste stevejobs iadmire u. está repletoooo ifull lol	irrelevant
querida AT_USER até quando o steve vai ficar na sua pagina inicial ?	irrelevant
AT_USER umm , pretty sure i typed AT_USER not you , but okies , why 'd you do it , then ? *grin*	irrelevant
contra todo pronóstico AT_USER podría ser el fabricante del chipa6 para AT_USER URL	irrelevant
AT_USER ドンマイーAT_USER	irrelevant
descuentos y offertas para applicaciones de AT_USER URL mobil	irrelevant
mobileme , icloud , appleid ... cómo sobrevivir a la transición de las cuentas de AT_USER URL	irrelevant
rt AT_USER rt AT_USER no pasa nada , todo esta bien , no pasa nada , todo esta en orden URL	irrelevant
asi o mas mala la version5.0 de AT_USER	irrelevant
AT_USER vcs conseguiram fazer funcionar o find my mac ? o meu sempre pede para reportar o erro a AT_USER !	irrelevant
& gt ; 4 mln iphones verkocht in eerste weekend : URL ( via AT_USER	irrelevant
& gt ; 4 mln iphones verkocht in eerste weekend : URL ( via AT_USER	irrelevant
curso de dj na AT_USER em breve , informaçoes 30114020 ou 91287199 msn : dj_sandrocostaAT_USER AT_USER	irrelevant
AT_USER AT_USER oh putain… j'ai vidé mon spam il y a peu… le mail de applecertAT_USER est dans ce qu'il reste…	irrelevant
rt AT_USER URL AT_USER AT_USER AT_USER AT_USER	irrelevant
URL AT_USER AT_USER AT_USER AT_USER	irrelevant
¿quién dijo crisis ? AT_USER ha vendido 4 millones de unidades del iphone4s en sólo tres días	irrelevant
resultado de ventas de AT_USER 4millones de iphone4s vendidos	irrelevant
AT_USER mdr ! ouais une mauvaise expérience avec les vendeurs AT_USER store m ' a fait hair l'iphone ; )	irrelevant
bagi yg acc usnya di disabled sama apple , email aja itunes store supportnya minta di re enabled lagi itunesstoresupportAT_USER	irrelevant
epicfail AT_USER bij upgraden naar ios5 instellingen kwijt en ebooks verloren . het kost me dus geld zo ' n upgrade , waardeloos !	irrelevant
hey AT_USER , je sais que tu es encore un peu remué , mais tu pourrais ajouter le verbe avoir à ton dictionnaire ?	irrelevant
AT_USER AT_USER AT_USER on the iphone4s ? ? ?	irrelevant
追悼ジョブズ氏…AT_USER storefb URL	irrelevant
como puedo checar mi correo si tengo cuenta AT_USER : s osea no q onda con eso ! ! jajaja	irrelevant
rt AT_USER this moment w/ AT_USER & AT_USER is brought to you by AT_USER AT_USER AT_USER oh and URL	irrelevant
this moment w/ AT_USER & AT_USER is brought to you by AT_USER AT_USER AT_USER oh and URL	irrelevant
partner with AT_USER i & 39 ; d pay $ 50 for anibulb . & quot ; AT_USER would you pay $ 25 for this lightbulb ? URL	irrelevant
AT_USER AT_USER AT_USER get ready tampa bay the martin 's are coming to town ! bring it on buccaneers !	irrelevant
AT_USER AT_USER AT_USER cute dinner when ur back from shanghai xx	irrelevant
AT_USER - dette blir for dumt . URL	irrelevant
ninguem desliga o 3g do celular -.- “ AT_USER olha aqui AT_USER na proxima atualizaçao eu quero um atalho pra ligar/desligar a 3g ok ...	irrelevant
quiero migrar AT_USER	irrelevant
AT_USER pratet om en versjon av ipod touch til barn . de ombestemte seg da tittelen nærmet seg itouch kids .	irrelevant
olha aqui AT_USER na proxima atualizaçao eu quero um atalho pra ligar/desligar a 3g ok ? aff fazem tudo pela metade ! ! ! steve , da um jeito ai	irrelevant
interesante por decirlo menos sabes que la cámara del iphone4s le pertenece a sony ... mmm ojalá ande bien y no sea mala jugada de AT_USER	irrelevant
oja , ik ben gelijk al mijn apps kwijt bedankt AT_USER .	irrelevant
deal & schnäppchen update : [ ipad ] ipad 1. generation generalüberholt ab 389 € AT_USER - URL	irrelevant
AT_USER ramos AT_USER jane AT_USER AT_USER new followers.. : ) na follow back ko na po kayo.. : )	irrelevant
[ ipad ] ipad 1. generation generalüberholt ab 389 € AT_USER der tablet von apple bleibt weiterhin recht preisstab ... URL	irrelevant
kan AT_USER de tekstaanvulling op iphone en ipad niet omdraaien ? eigenteksteerst weetapplehetaltijdbeter	irrelevant
[ ipad ] ipad 1. generation generalüberholt ab 389 € AT_USER URL	irrelevant
gostaria de deixar aqui registrado meu agradecimento a AT_USER por preservar meu sono . as notificações do ios5 não apitam na madrugada ; - )	irrelevant
AT_USER クックAT_USER	irrelevant
AT_USER mais moi je voudrais pas que AT_USER donne mon fichier AT_USER marre d'être spammée par les journaux désespérés .	irrelevant
i guess i should go AT_USER AT_USER and AT_USER shopping next week . birthdays only come once a year ! lol	irrelevant
assistindo o filme chapa ! ! piratas da informática esse filme e foda viva AT_USER	irrelevant
un abrazo a todAT_USER desde el AT_USER store en newyork . es un honor sumarse a la gente que honra la memora y el genio de stevejobs .	irrelevant
iphone行列並んだーAT_USER store銀座 どのくらいかかるかね。16gしかないそうです。	irrelevant
new arrivals and 70 percent off clearance of matching g URL AT_USER AT_USER AT_USER AT_USER	irrelevant
today very cheap for patio furniture san anton URL AT_USER AT_USER	irrelevant
causando na loja da AT_USER	irrelevant
fico manso os preços desses iphones , absurdos r $ 2.500 ! assim não dá fía AT_USER só se eu fizesse programa na beira mar : (	irrelevant
find more the best angel christmas tree o URL AT_USER AT_USER	irrelevant
find more the best maytag washer control board deal.check pric URL AT_USER AT_USER	irrelevant
find more the best cyst on knee deal.check price of best cyst on knee and offers now . URL AT_USER	irrelevant
do not check other site for uhmw conveyor.now you go best site of uhmw conveyor . URL AT_USER AT_USER AT_USER	irrelevant
do not check other site for ed hardy black long sl URL AT_USER AT_USER AT_USER	irrelevant
esperaba mas de & quot ; ios 5 & quot ; AT_USER	irrelevant
hello you are find mesh jacket motorcycle ? our site have more mesh URL AT_USER AT_USER AT_USER	irrelevant
to reiniciando meu computador . ó as idéia AT_USER	irrelevant
buy more products of hemp jewelry instructions now.free ship URL AT_USER AT_USER	irrelevant
AT_USER vc viu ontem a AT_USER estava dando iphone 3 no site dos estados unidos	irrelevant
sabias que ... . rt AT_USER los usuarios del ipad desayunan y cenan con la tableta de AT_USER URL	irrelevant
today very cheap for hemp for fuel.and free shipping for hemp for fuel too . URL AT_USER AT_USER	irrelevant
discount hemp knots today.cheap price too.save money for best hemp knots . URL AT_USER AT_USER	irrelevant
today very cheap for 2198597 icemaker.and free shipping for 2198597 icemaker too . URL AT_USER AT_USER	irrelevant
rt AT_USER today 's the day . ics & lt ; 3 android google samsung	positive
the new nexus looks good ! ui feel a bit confusing but i guess android users are ok with that ! now , try it : ) google android nexusprime	positive
very nice trivia game by google . helps you use their search better URL	positive
very nice trivia game by google . helps you use their search better URL fb	positive
cant build a website . get a google website free ! URL	positive
android ics is looking pretty good . not quite sure if its worth the 4.0 numbering leap . google	positive
AT_USER google it = )	positive
rt AT_USER android 4.0 ice cream sandwich is here with a google nexus in new avtar ! URL android google nexus bigmama	positive
me too rt AT_USER exciting day , it 's ice cream sandwich day ; ) google android	positive
wow the new google nexus is just beautiful . totally gon na boost google 's market share in the smart phone market .	positive
hahaha integrated data usage manager ... in sucha brilliant way , sleek design , superb and i 'm only watching videos lol google	positive
i fancy an ice cream sandwich google android . wonder it will works on my htc desire ?	positive
google ice cream sandwich - sounds yummy ! what do you think ? URL google android ice cream sandwich	positive
exciting day , it 's ice cream sandwich day ; ) google android	positive
android 4.0 ice cream sandwich is here with a google nexus in new avtar ! URL android google nexus bigmama	positive
AT_USER i was referring to google & icecreamsandwich . it looks amazing . what imo android was missing . i ... URL	positive
URL forget the phone.. nice ui . liking the scroll feature android google nexus	positive
google has finally unveiled the much awaited android os ice cream sandwich & it sure looks good ! URL	positive
google finally ! ! all searches for logged in users will be on https ! URL	positive
rim should really take an in debt look at google 's strategy ... they released the ndk for icecreamsandwich 3 hours after release . ics	positive
rt AT_USER man ! i 've fallen in love with galaxy nexus ! google samsung galaxynexus android	positive
rt AT_USER dear google , i want the galaxy nexus now . please send it to me by email or something - i know you have the technology	positive
sorry apple google and samsung just made you look bad . android is king	positive
facebook power users 'have gone to google+ and twitter ' - telegraph URL who are they ? socialmedia	positive
not impressed much with the new android update . but good signs : a readable font , emphasis on design , and less nerdiness . google	positive
video : google wallet , see the wow effect URL	positive
when i 'm about to tweet something and i cant remember how to spell i go straight to google	positive
dear google , i want the galaxy nexus now . please send it to me by email or something - i know you have the technology	positive
google android 4.0 out ; - ) available with samsung nexus !	positive
maybe not the most efficient way to browse , but fun : google releases an infinite digital bookcase URL by AT_USER	positive
AT_USER it 's difficult to pass up google+ considering the social seo benefits of google+ vs facebook	positive
ice cream sandwich to stop carriers bullying smartphone users google android URL	positive
i agree with AT_USER that the `` hangouts '' on google+ are friggin ' awesome ! ”	positive
google galaxynexus icecream great	positive
google earth helps locate salmonella hotspots URL google	positive
samsung galaxy nexus = orbital laser . apple iphone 4s = wooden stick google	positive
ice cream sandwich u r really delicious can ditch iphone for u that 's for sure . google launches android4 aka icecreamsandwich : )	positive
google+ ( : lovin it	positive
`` samsung and google have closely collaborated to push the mobile experience forward . we are pleased to ... URL google+	positive
rt AT_USER finally ! power + volume = screenshot . no more rooting required ! google ics galaxynexus	positive
i want the new google galaxynexus . android 4.0 is going to be the fucks	positive
google nexus press conference URL slick	positive
s/o to google for getting me through high school and college ... .you are appreciated	positive
iscream u scream v all scream android icecreamsandwich . a job well done by google and a major game changer in the mobile os space	positive
AT_USER i like the google virtual bookcase thank you for sharing	positive
google 's icecreamsandwich was revealed . i 'm getting an android whenever i get a new phone , but i 'm keeping my iphone for now .	positive
android google ice cream sandwich feature closer look - roboto type face is `` a pleasure '' to read URL dhilipsiva	positive
fantastic work from samsung and google on the galaxynexus superphone and the new android ics . very impressive .	positive
i just add my profile on the google+ webgl globe project . add yours ! URL vía AT_USER	positive
i love google	positive
google is the best invention ever ! !	positive
i need a hookup , stop teasing me google URL i want the new nexus	positive
well ... ..google 's icecreamsandwich and new accompanying phone are , as usual , neat , but nothing ground-breaking	positive
android google device frame generator updated for galaxy nexus - your screenshots just got prettier URL dhilipsiva	positive
mmm ... smarterphone rt AT_USER introducing ice cream sandwich , the delicious new version of android : URL ics google	positive
so so excited for all of the new android features ! awesomeness : ) android ics google galaxynexus	positive
icecreamsandwich went way and beyond what i expected . ca n't wait to get it on my nexus to play with ! google	positive
check this video out -- introducing galaxy nexus . simple , beautiful , beyond smart URL 透過 AT_USER android nexus google	positive
cream on the inside , clean on the outside . ice cream phone job . google	positive
rt AT_USER loves the new presentations tool for google docs - particularly themes and adding video via url google sd33 edchat ed ...	positive
google 's like my wife - searches things for me and completes my sentences .	positive
android 4.0 ice cream : introducing galaxy nexus . simple , beautiful , beyond smart URL google	positive
URL google nexus prime & lt ; 3 android	positive
interesting bookcase..rt AT_USER google releases an infinite digital bookcase URL by AT_USER	positive
google is my bff rite about now !	positive
good to see google finally turning their focus on user experience . URL icecreamsandwich android	positive
ics looks awesome , please let me have it on my phone ! android google motorola	positive
iphone 4s almost had me ... almost ! ! ice cream sandwich ftw ! ! URL android google	positive
there you go - according to URL google+ is builtin to the os/nexus line ? smart move : )	positive
i just add my profile on the google+ webgl globe project . add yours ! URL via AT_USER	positive
thanks android for admitting you 're ugly . new font is a good start ! ics google	positive
mmmm ice cream sandwich android google	positive
just seen a taste of google 's ice cream sandwich , now i want a bite	positive
probably the best icecreamsandwich ( yet ) ! samsung and google 's event live blog by AT_USER why have n't i switched to android again ?	positive
instant photo sharing and the people app are what 's best in ice cream sandwich , imo . google ics	positive
the new android nexus phone makes the iphone look like a cheap toy at dollar store ! tcot android google realestate AT_USER	positive
sweet ice cream sandwich rt AT_USER google android 4.0 ice cream sandwich officially detailed google ics URL	positive
`` AT_USER raise your hand if you now want an android4 icecreamsandwich powered galaxynexus phone ! google samsung '' -i do !	positive
siri , which android device should i replace my iphone with ? apple vs. google	positive
the new google nexus page is live ! - URL nexus google android icecreamsandwich	positive
are you using google+ and linkedin yet ? these are essential tools to get your company and/or you on the first page of google . contact ...	positive
rt AT_USER thanks to samsung and google , i 'm now craving for some ice cream sandwich ! icecreamsandwich google samsung	positive
introducing galaxy nexus . simple , beautiful , beyond smart URL android ics google samsung	positive
so glad google adopted a design philosophy for android 4.0 a.k.a it shows soooo much ! this is the polish i 've been waiting for !	positive
thoughts on android 4.0 ics ? excited to play with the new features . android google	positive
wow ! rt AT_USER webgl infinite bookcase ui URL google	positive
thanks to samsung and google , i 'm now craving for some ice cream sandwich ! icecreamsandwich google samsung	positive
google ics looks awesome , ca n't wait til it gets ported over to my evo , face unlock ? ! ... android google	positive
AT_USER i want it too . now just wondering who will be carrying it in november . or direct purchase from google / samsung	positive
google 's nexus really i wan na it now awesome	positive
well the event is now over , time to change my pants google android samsung jizz	positive
i 'm an ios user but the ics is awesome , great job google	positive
oh yeah i 'm in i want one now google really did a great job ics	positive
rt AT_USER literally had my mind blown away just now ! ! ! ! ! google samsung	positive
AT_USER AT_USER i 'm an ios user but the ics is awesome , great job google	positive
google + motorola + verizon = perfect combination ! & lt ; 3	positive
loved the introduction of the google galaxy nexus & ice cream sandwich . really looking forward to my new phone android ics nexus google	positive
go , go , go ice cream sandwich developers ! android sdk r14 is live @ URL google	positive
android 4.0 ! ! ice cream sandwich will now make all other smartphone operating systems look outdated . androidbeam woURL google	positive
galaxy nexus = google android samsung - the dream team ! : ) URL	positive
yumyumyum ... i want ice cream sandwich ... google android	positive
rt AT_USER raise your hand if you now want an android4 icecreamsandwich powered galaxynexus phone ! google samsung	positive
all this talk about about how good icecreamsandwich looks is making me hungry google omnomnomnom	positive
google / samsung galaxy nexus ics press release is now done , i 'll go back to my regular tweeting intervals now : ) i want it !	positive
raise your hand if you now want an android4 icecreamsandwich powered galaxynexus phone ! google samsung	positive
ready for some ice cream sandwich ! google android	positive
literally had my mind blown away just now ! ! ! ! ! google samsung	positive
what i think about androidicecreamsandwich ? thats the most delicious piece of sandwich ever . get me it real fast google !	positive
pretty big deal from samsung and google def ca n't wait to get my hands on the galaxynexus and ics	positive
i can not wait for a new ics phone ! ! ! google android	positive
rt AT_USER dostupan sdk - wow r.e.s.p.e.c.t . google icecreamsandwich	positive
dostupan sdk - wow r.e.s.p.e.c.t . google icecreamsandwich	positive
omg the android 4.0 sdk is available now @ URL google	positive
the new samsungnexus and 4.0 os make the iphone4s look like an old bag phone . nice job google and samsung .	positive
calling all marketing executives in houston - sign up for google training - URL - i ca n't wait to be there for the week	positive
android beam - sharing contacts , articles , files , and games , pretty cool google ics	positive
slick beam capabilities included in android 4.0. touch 2 devices together and select `` beam '' and content is transferred google android ics	positive
really digging the ui of of `` quick response '' from google android great for politely declining calls lol	positive
goodbye bump ... google ics	positive
people app in ics looks promising ! as usual google is good at integrating different apps and make it a total new user experience !	positive
on a positive note , advanced control of your data usage is a really great idea ; ) google nexus	positive
google icecreamsandwich totally blowing apple ishit away ...	positive
i love ice cream sandwich : ) android google samsung	positive
great , live contact management , quick contact card , add people directly to.your home screen android4.0 google	positive
google has done it again ... .. icecream sandwich	positive
new contact app builds on a magazine style layout and aggregates contact info from multiple sources . very slick . google android ics	positive
nexus prime looks nice . google android	positive
new galaxy nexus : video looks awesome ! nexus samsung google android bit.ly/nejbye	positive
infinite spiral bookcase for google books looks amazing , interested to see where it is headed : URL	positive
new galaxy nexus : app improvements - inbuilt panoramic pictures nexus samsung google android bit.ly/nejbye	positive
with the new google android 4.0 ice-cream sandwich , you can take panorama picture right out-of-the-box ... sweet !	positive
rt AT_USER thingswealllove -- -- & gt ; & gt ; google	positive
camera app now has panorama capabilities ! google android ics	positive
sounds tasty . : -p rt AT_USER google launches android ice cream sandwich os : URL	positive
i want some of these google toys	positive
good god the camera app in icecream sandwich is amazing.. and that camera is fast ! samsung google android galaxynexus	positive
better gallery app to be included with android 4.0 as well . google android ics	positive
android 4.0 finally includes photo editing tools . google android ics	positive
new galaxy nexus : os /hardware improvements - camera zero shutter lag nexus samsung google android bit.ly/nejbye	positive
